"Order","Family","Genus","Best_guess_binomial","Adult_svl_cm","Body_mass_g","Maturity_d","Max_longevity_d","Longevity_d","Litter_clutch_size","Trophic_level","Diel_activity","Habitat_breadth_IUCN","Artificial_habitat_use","Forest","Savanna","Shrubland","Grassland","Wetland","Rocky.areas","Caves.and.subterranean","Desert","Marine","Marine.intertidal.or.coastal.supratidal","Artificial","Introduced.vegetation","Other.Unknown","Note"
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus nigroviridis",6.6845,22.3872113856834,NA,NA,NA,5,"Omnivore","Other",1,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus nitidus",8.601,19.42,NA,1643.625,NA,8.00009222427549,"Herbivore","Other",1,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus occipitalis",NA,11.6072430692017,NA,NA,NA,NA,"Carnivore","Other",2,FALSE,0,0,0,0,0,0,0,0,0,1,0,0,0,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus olongasta",5.46,9.48418463300897,NA,NA,NA,4.00012877079217,"Omnivore","Other",3,FALSE,0,0,1,0,0,0,0,1,0,0,0,0,0,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus omorfi",NA,NA,NA,NA,NA,NA,"Omnivore","Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus orientalis",NA,26.7,NA,NA,NA,NA,"Herbivore","Other",1,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus orko",NA,11.2859872808776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus ornatus",NA,11.4775647072277,NA,NA,NA,7,"Omnivore","Other",3,TRUE,0,0,0,1,0,0,0,0,0,0,1,0,0,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus ortizii",NA,11.3750540783616,NA,NA,NA,NA,NA,NA,1,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus pacha",NA,9.89276547328469,NA,NA,NA,NA,"Carnivore","Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus pachacutec",NA,4.31256915517504,NA,NA,NA,3,NA,"Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus pachecoi",NA,29.6001446281978,NA,NA,NA,5.5,"Herbivore","Other",3,FALSE,0,0,0,0,0,1,0,1,0,0,0,0,0,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus pagaburoi",NA,5.81051608885436,NA,NA,NA,5,"Omnivore","Other",1,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus pantherinus",NA,11.0076965477071,NA,NA,NA,NA,"Omnivore","Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus parthenos",NA,NA,NA,NA,NA,NA,NA,"Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus parvus",6.315,11.3501081567231,NA,NA,NA,NA,NA,"Other",2,FALSE,0,0,0,1,0,1,0,0,0,0,0,0,0,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus patriciaiturrae",NA,29.4721081689938,NA,NA,NA,3.5,"Omnivore","Other",1,FALSE,0,0,0,0,0,0,0,1,0,0,0,0,0,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus paulinae",NA,7.09788883981694,NA,NA,NA,NA,"Carnivore","Other",1,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus petrophilus",7.411,27.7332010465184,NA,NA,NA,3.75,"Carnivore","Other",6,FALSE,0,0,1,1,0,1,0,0,0,0,0,0,0,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus pictus",5.907,6.4,1278.48,3287.25,NA,4.1,"Carnivore","Other",5,TRUE,1,0,0,0,0,0,0,0,0,0,1,0,0,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus pipanaco",NA,16.2277437787524,NA,NA,NA,NA,NA,"Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus pleopholis",NA,14.5940713013767,NA,NA,NA,4,NA,"Other",1,FALSE,0,0,0,0,0,0,0,1,0,0,0,0,0,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus poconchilensis",NA,5.77719968668579,NA,NA,NA,NA,"Carnivore","Other",1,FALSE,0,0,0,0,0,0,0,1,0,0,0,0,0,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus poecilochromus",8.691,20.07,487.04,NA,NA,5.79962615819642,"Herbivore","Other",2,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus polystictus",NA,20.5794529799207,NA,NA,NA,NA,NA,"Other",1,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus porosus",NA,12.3155241661445,NA,NA,NA,NA,"Omnivore","Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus pseudoanomalus",NA,9.91558024210467,NA,NA,NA,6.39993022501661,"Carnivore","Other",1,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus pseudolemniscatus",NA,4.5040835227073,NA,NA,NA,2.49988485108925,"Carnivore","Other",1,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus puelche",NA,22.8779940168771,NA,NA,NA,NA,NA,"Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus pulcherrimus",NA,14.0140685228098,NA,NA,NA,NA,"Omnivore","Other",1,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus puna",NA,5.42251326421211,NA,NA,NA,3,"Herbivore","Other",5,TRUE,0,0,0,1,0,1,0,0,0,0,1,0,0,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus punmahuida",NA,29.3882482598077,NA,NA,NA,NA,"Omnivore","Other",2,FALSE,0,0,1,1,0,0,0,0,0,0,0,0,0,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus puritamensis",NA,33.8032418102991,NA,NA,NA,4.00018425523063,"Omnivore","Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus purul",NA,14.6777392047796,NA,NA,NA,NA,"Carnivore","Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus pyriphlogos",NA,5.69426465421921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus quilmes",NA,13.7629559353771,624.02,2556.75,NA,NA,"Carnivore","Other",1,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus rabinoi",NA,9.91558024210467,NA,NA,NA,NA,"Carnivore","Other",1,FALSE,0,0,0,0,0,0,0,1,0,0,0,0,0,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus ramirezae",NA,5.92146079307786,NA,NA,NA,5.00017267488489,"Omnivore","Other",1,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus ramonensis",8.624,27.9,NA,NA,NA,3,"Omnivore","Other",1,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus riodamas",NA,20.1918318184078,NA,NA,NA,NA,NA,"Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus riojanus",NA,7.82617817305036,NA,NA,NA,4.5,"Carnivore","Other",1,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus robertmertensi",NA,7.82617817305036,NA,NA,NA,NA,"Carnivore","Other",2,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus robertoi",NA,11.6072430692017,NA,NA,NA,4.5,"Omnivore","Other",1,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus robustus",NA,19.8076351290255,NA,NA,NA,NA,NA,NA,1,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus rosenmanni",NA,15.117806242181,NA,NA,NA,3,"Carnivore","Other",1,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus rothi",NA,37.312507889786,NA,NA,NA,5.74990004841513,"Carnivore","Other",2,FALSE,0,0,1,0,0,1,0,0,0,0,0,0,0,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus ruibali",NA,9.37702837073776,NA,NA,NA,3.5,"Omnivore","Other",1,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus sagei",NA,32.804764655656,NA,NA,NA,4.49993516936075,"Carnivore","Other",2,FALSE,0,0,1,0,0,1,0,0,0,0,0,0,0,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus salinicola",NA,14.5940713013767,NA,NA,NA,NA,"Carnivore","Other",1,FALSE,0,0,0,0,0,0,0,1,0,0,0,0,0,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus sanjuanensis",NA,8.62483959387847,NA,NA,NA,4.5,"Carnivore","Other",1,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus sarmientoi",7.486,25.3512863049791,NA,NA,NA,4.5,"Omnivore","Other",3,FALSE,0,0,1,1,0,1,0,0,0,0,0,0,0,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus saxatilis",NA,6.72264013848961,NA,NA,NA,5.30007719380778,"Carnivore","Other",1,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus scapularis",NA,14.5940713013767,NA,NA,NA,4.16506033869002,"Carnivore","Other",1,FALSE,0,0,0,0,0,0,0,1,0,0,0,0,0,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus schmidti",NA,9.49209231650449,NA,NA,NA,NA,"Herbivore","Other",1,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus schroederi",5.693,9.79489985408699,NA,NA,NA,8,"Carnivore","Other",6,TRUE,1,0,1,1,0,0,0,0,0,0,1,0,0,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus scolaroi",5.022,17.1,NA,NA,NA,3,"Carnivore","Other",2,FALSE,1,0,0,1,0,0,0,0,0,0,0,0,0,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus scorialis",NA,10.8071697564897,NA,NA,NA,3,"Omnivore","Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus scrocchii",NA,27.9949065981718,NA,NA,NA,NA,"Omnivore","Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus senguer",NA,7.59288787514592,NA,NA,NA,NA,"Carnivore","Other",1,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus septentrionalis",5.907,6.5765783735542,NA,NA,NA,4.2,"Carnivore","Other",1,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus shehuen",NA,32.5918350501004,NA,NA,NA,NA,"Carnivore","Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus shitan",NA,31.4887415705066,NA,NA,NA,NA,NA,"Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus signifer",5.757,41.6,517.48,NA,NA,6,"Herbivore","Other",2,TRUE,0,0,0,1,0,0,0,0,0,0,1,0,0,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus silvai",NA,10.3019306022081,NA,NA,NA,NA,"Carnivore","Other",1,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus silvanae",NA,15.2027376486625,NA,NA,NA,3,"Herbivore","Other",2,FALSE,0,0,1,0,0,1,0,0,0,0,0,0,0,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus sitesi",NA,16.3152597394717,NA,NA,NA,NA,"Omnivore","Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus smaug",NA,11.4907681074844,NA,NA,NA,NA,NA,"Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus somuncurae",NA,21.3152245657329,NA,NA,NA,NA,"Carnivore","Other",1,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus stolzmanni",NA,7.2055373959145,NA,NA,NA,2,"Carnivore","Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus tacnae",NA,5.61170662595175,NA,NA,NA,NA,NA,"Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus tacora",NA,NA,NA,NA,NA,NA,NA,"Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus talampaya",NA,20.1918318184078,NA,NA,NA,NA,NA,"Other",2,FALSE,0,0,1,0,0,0,0,1,0,0,0,0,0,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus tandiliensis",NA,6.11881002582397,NA,NA,NA,3.09246539735936,"Carnivore","Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus tari",NA,34.9070157739293,NA,NA,NA,3.5,"Carnivore","Other",2,FALSE,0,0,1,1,0,0,0,0,0,0,0,0,0,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus tehuelche",NA,13.0158338922615,NA,NA,NA,NA,"Carnivore","Other",2,FALSE,0,0,1,0,0,1,0,0,0,0,0,0,0,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus telsen",NA,13.4793017702797,NA,NA,NA,NA,"Carnivore","Other",1,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus tenuis",5.299,8.49180475036314,NA,NA,NA,4,"Carnivore","Other",3,TRUE,1,0,1,0,0,0,0,0,0,0,1,0,0,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus thermarum",NA,19.8076351290255,NA,NA,NA,NA,"Carnivore","Other",1,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus thomasi",NA,15.2027376486625,NA,NA,NA,NA,NA,NA,2,FALSE,0,0,0,1,0,1,0,0,0,0,0,0,0,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus tirantii",NA,NA,NA,NA,NA,NA,"Omnivore","Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus tolhuaca",NA,NA,NA,NA,NA,NA,"Carnivore","Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus torresi",NA,8.62483959387847,NA,NA,NA,2,"Carnivore","Other",1,FALSE,0,0,0,0,0,0,0,1,0,0,0,0,0,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus tregenzai",NA,23.8115973467935,NA,NA,NA,NA,"Herbivore","Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus tristis",NA,20.1918318184078,NA,NA,NA,3.5,"Carnivore","Other",2,FALSE,0,0,1,1,0,0,0,0,0,0,0,0,0,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus tromen",NA,18.0858706300546,NA,NA,NA,NA,NA,"Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus tulkas",NA,10.9072016822438,NA,NA,NA,NA,NA,"Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus ubaghsi",NA,23.367290311405,NA,NA,NA,NA,NA,"Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus umbrifer",NA,22.8779940168771,NA,NA,NA,NA,"Carnivore","Other",2,FALSE,0,0,0,1,0,1,0,0,0,0,0,0,0,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus uniformis",NA,NA,NA,NA,NA,NA,"Omnivore","Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus uptoni",NA,21.3152245657329,NA,NA,NA,NA,"Carnivore","Other",2,FALSE,0,0,1,1,0,0,0,0,0,0,0,0,0,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus uspallatensis",NA,8.62483959387847,NA,NA,NA,2.9999265905954,"Carnivore","Other",1,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus valdesianus",8.624,27.9949065981718,NA,4383,NA,2.75,"Omnivore","Other",2,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus vallecurensis",NA,14.7115625121636,NA,NA,NA,4,"Omnivore","Other",2,FALSE,0,0,1,1,0,0,0,0,0,0,0,0,0,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus variegatus",NA,6.72264013848961,NA,NA,NA,NA,NA,"Other",3,TRUE,1,0,0,1,0,0,0,0,0,0,1,0,0,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus velosoi",NA,6.42084632757589,NA,NA,NA,NA,"Carnivore","Other",2,TRUE,0,0,1,0,0,0,0,0,0,0,1,0,0,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus villaricensis",NA,NA,NA,NA,NA,NA,"Herbivore","Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus vulcanus",NA,30.0303815131412,NA,NA,NA,NA,NA,"Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus walkeri",NA,8.39729993259699,NA,NA,NA,NA,"Omnivore","Other",1,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus wari",NA,7.22217980037495,NA,NA,NA,3,NA,"Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus wiegmannii",4.958,9.057326008982,NA,NA,NA,4.52520488324769,"Carnivore","Other",5,TRUE,0,0,1,1,0,1,0,0,0,1,1,0,0,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus williamsi",NA,14.5940713013767,NA,NA,NA,NA,NA,"Other",1,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus xanthoviridis",NA,32.9,NA,NA,NA,7.74983059290258,"Omnivore","Other",4,FALSE,0,0,1,1,0,0,0,0,0,0,0,0,0,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus yalguaraz",NA,NA,NA,NA,NA,4.5,"Carnivore","Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus yanalcu",NA,7.22217980037495,NA,NA,NA,3.50012877079217,"Carnivore","Other",1,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus yatel",NA,7.1142651506326,NA,NA,NA,NA,NA,"Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus zabalai",NA,25.3256431524895,NA,NA,NA,NA,"Herbivore","Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus zapallarensis",6.595,44.0554863506553,913.2,NA,NA,6.95278872109842,"Omnivore","Other",2,FALSE,0,0,1,0,0,1,0,0,0,0,0,0,0,NA
"SQUAMATA","LIOLAEMIDAE","Liolaemus","Liolaemus zullyae",NA,22.6993242594191,NA,NA,NA,2.25,"Carnivore","Other",2,FALSE,0,0,1,1,0,0,0,0,0,0,0,0,0,NA
"SQUAMATA","COLUBRIDAE","Liopeltis","Liopeltis calamaria",NA,11.9837026565362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","COLUBRIDAE","Liopeltis","Liopeltis frenatus",NA,58.3722552136872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","COLUBRIDAE","Liopeltis","Liopeltis philippinus",NA,35.9874667577871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","COLUBRIDAE","Liopeltis","Liopeltis rappi",NA,14.9984241775119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","COLUBRIDAE","Liopeltis","Liopeltis stoliczkae",NA,32.0313466225273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","COLUBRIDAE","Liopeltis","Liopeltis tricolor",NA,26.9153480392692,NA,NA,NA,NA,NA,NA,2,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
"SQUAMATA","PSEUDOXYRHOPHIIDAE","Liophidium","Liophidium apperti",NA,2.60909150410949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","PSEUDOXYRHOPHIIDAE","Liophidium","Liophidium chabaudi",NA,20.0954640630436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","PSEUDOXYRHOPHIIDAE","Liophidium","Liophidium maintikibo",NA,3.19209876086306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","PSEUDOXYRHOPHIIDAE","Liophidium","Liophidium mayottensis",NA,141.226877231138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","PSEUDOXYRHOPHIIDAE","Liophidium","Liophidium pattoni",NA,12.7175154050833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","PSEUDOXYRHOPHIIDAE","Liophidium","Liophidium rhodogaster",NA,35.5815659284493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","PSEUDOXYRHOPHIIDAE","Liophidium","Liophidium therezieni",NA,60.9268448620085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","PSEUDOXYRHOPHIIDAE","Liophidium","Liophidium torquatum",NA,54.9770436928812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
